age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,total_contacts,call_efficiency,multiple_loans,is_new_customer,y,y_numeric
42,housemaid,married,primary,no,4279.0,yes,no,cellular,5,feb,97.0,1.0,198,1,failure,2,48.5,0,0,no,0
48,admin.,married,secondary,no,490.0,no,no,cellular,6,aug,136.0,2.0,-1,0,other_outcome,2,45.333333333333336,0,1,no,0
41,blue-collar,married,secondary,no,946.0,yes,no,cellular,6,may,325.0,1.0,-1,0,other_outcome,1,162.5,0,1,no,0
51,blue-collar,divorced,primary,no,155.0,yes,yes,cellular,9,apr,220.0,1.0,142,1,failure,2,110.0,1,0,no,0
70,technician,married,tertiary,no,6797.0,no,no,cellular,12,aug,298.0,1.0,-1,0,other_outcome,1,149.0,0,1,no,0
32,services,single,secondary,no,48.0,yes,no,cellular,20,apr,8.0,3.0,-1,0,other_outcome,3,2.0,0,1,no,0
37,entrepreneur,married,tertiary,no,1514.0,no,yes,cellular,24,jul,568.0,3.0,-1,0,other_outcome,3,142.0,0,1,no,0
42,technician,married,secondary,no,2152.0,no,no,cellular,1,oct,161.0,1.0,92,6,failure,7,80.5,0,0,no,0
42,management,married,tertiary,no,13160.143748000002,no,no,cellular,12,may,176.0,2.0,89,5,success,7,58.66666666666666,0,0,yes,1
21,unemployed,single,secondary,no,1333.0,no,no,cellular,2,feb,120.0,1.0,-1,0,other_outcome,1,60.0,0,1,no,0
36,management,married,tertiary,no,605.0,yes,no,cellular,26,may,204.0,1.0,-1,0,other_outcome,1,102.0,0,1,no,0
41,services,married,secondary,no,650.0,yes,no,cellular,7,jul,149.0,5.0,-1,0,other_outcome,5,24.83333333333333,0,1,no,0
42,technician,married,secondary,no,2.0,no,no,cellular,29,may,249.0,2.0,-1,0,other_outcome,2,83.0,0,1,no,0
37,services,single,secondary,no,1175.0,yes,no,cellular,15,may,102.0,1.0,333,2,failure,3,51.0,0,0,no,0
47,management,divorced,tertiary,no,2515.0,no,no,cellular,20,jun,40.0,3.0,-1,0,other_outcome,3,10.0,0,1,no,0
27,student,single,tertiary,no,311.0,no,no,telephone,2,mar,187.0,3.0,322,1,other,4,46.75,0,0,yes,1
57,services,divorced,primary,no,818.0,no,no,cellular,28,jan,208.0,1.0,-1,0,other_outcome,1,104.0,0,1,no,0
35,blue-collar,divorced,secondary,no,1780.0,yes,no,cellular,15,may,306.0,3.0,347,9,failure,12,76.5,0,0,no,0
47,admin.,married,secondary,no,66.0,no,no,cellular,7,aug,358.0,1.0,-1,0,other_outcome,1,179.0,0,1,yes,1
43,management,married,tertiary,no,13044.0,no,no,cellular,18,aug,36.0,4.0,-1,0,other_outcome,4,7.2,0,1,no,0
43,technician,single,secondary,no,4990.0,yes,no,cellular,7,apr,58.0,1.0,228,10,failure,11,29.0,0,0,no,0
58,self-employed,married,primary,no,728.0,no,no,cellular,20,jun,112.0,4.0,-1,0,other_outcome,4,22.4,0,1,no,0
34,entrepreneur,married,tertiary,no,7962.0,yes,no,cellular,20,nov,96.0,2.0,-1,0,other_outcome,2,32.0,0,1,no,0
47,technician,divorced,secondary,no,157.0,yes,no,cellular,25,aug,163.0,8.0,-1,0,other_outcome,8,18.11111111111111,0,1,no,0
35,technician,single,secondary,no,-229.0,yes,no,cellular,27,may,100.0,2.0,-1,0,other_outcome,2,33.333333333333336,0,1,no,0
72,retired,divorced,primary,no,0.0,no,no,telephone,28,aug,359.0,1.0,-1,0,other_outcome,1,179.5,0,1,no,0
48,housemaid,divorced,primary,no,1583.0,no,yes,telephone,18,jul,494.0,2.0,-1,0,other_outcome,2,164.66666666666666,0,1,no,0
47,services,married,secondary,no,1160.0,yes,no,cellular,27,jun,59.0,4.0,-1,0,other_outcome,4,11.8,0,1,no,0
37,technician,divorced,secondary,no,262.0,yes,no,cellular,8,may,268.0,1.0,281,4,other,5,134.0,0,0,no,0
33,entrepreneur,divorced,tertiary,no,37.0,no,yes,cellular,8,jul,1082.0,1.0,-1,0,other_outcome,1,541.0,0,1,yes,1
33,blue-collar,married,secondary,no,-416.0,yes,no,cellular,29,may,431.0,2.0,-1,0,other_outcome,2,143.66666666666666,0,1,no,0
48,unemployed,married,primary,no,1296.0,no,no,cellular,5,mar,119.0,1.0,-1,0,other_outcome,1,59.5,0,1,no,0
28,technician,single,secondary,no,36.0,no,no,cellular,14,jul,158.0,3.0,-1,0,other_outcome,3,39.5,0,1,no,0
44,blue-collar,married,secondary,no,130.0,yes,yes,cellular,11,may,528.0,1.0,-1,0,other_outcome,1,264.0,1,1,no,0
46,self-employed,married,secondary,no,716.0,no,no,cellular,6,aug,131.0,2.0,-1,0,other_outcome,2,43.66666666666666,0,1,no,0
36,entrepreneur,married,tertiary,no,3057.0,no,no,cellular,16,jun,1272.0,4.0,-1,0,other_outcome,4,553.8,0,1,yes,1
44,admin.,married,secondary,no,185.0,yes,no,cellular,18,may,27.0,7.0,-1,0,other_outcome,7,3.375,0,1,no,0
29,student,single,secondary,no,1124.0,no,no,cellular,24,aug,26.0,1.0,-1,0,other_outcome,1,13.0,0,1,no,0
35,technician,single,secondary,no,538.0,yes,no,cellular,4,may,313.0,2.0,-1,0,other_outcome,2,104.33333333333331,0,1,no,0
38,management,single,secondary,no,715.0,yes,no,cellular,21,nov,140.0,1.0,185,2,failure,3,70.0,0,0,no,0
40,technician,married,primary,no,644.0,yes,no,cellular,16,apr,118.0,2.0,336,1,failure,3,39.333333333333336,0,0,no,0
53,technician,married,secondary,no,137.0,no,yes,cellular,18,nov,52.0,1.0,176,1,failure,2,26.0,0,0,no,0
32,blue-collar,married,secondary,no,-103.0,yes,no,cellular,14,may,298.0,1.0,-1,0,other_outcome,1,149.0,0,1,no,0
30,technician,married,tertiary,no,81.0,no,no,cellular,28,aug,51.0,1.0,-1,0,other_outcome,1,25.5,0,1,no,0
31,admin.,single,secondary,no,12.0,yes,no,cellular,5,may,208.0,2.0,-1,0,other_outcome,2,69.33333333333333,0,1,no,0
32,admin.,married,secondary,no,995.0,no,no,cellular,3,sep,331.0,1.0,99,2,other,3,165.5,0,0,yes,1
53,technician,single,tertiary,no,118.0,no,no,cellular,14,jul,431.0,3.0,-1,0,other_outcome,3,107.75,0,1,no,0
35,blue-collar,married,secondary,no,328.0,yes,no,cellular,13,may,484.0,3.0,364,1,other,4,121.0,0,0,no,0
46,management,married,tertiary,no,716.0,yes,yes,cellular,8,may,557.0,1.0,172,1,failure,2,278.5,1,0,no,0
36,blue-collar,married,secondary,no,520.0,yes,no,cellular,23,may,110.0,2.0,-1,0,other_outcome,2,36.66666666666666,0,1,no,0
49,management,single,tertiary,no,145.0,yes,no,cellular,29,jan,57.0,2.0,248,38,failure,40,19.0,0,0,no,0
34,blue-collar,single,primary,no,326.0,yes,no,cellular,29,jul,263.0,2.0,-1,0,other_outcome,2,87.66666666666667,0,1,no,0
31,student,single,secondary,no,2144.0,yes,no,cellular,19,nov,282.0,2.0,-1,0,other_outcome,2,94.0,0,1,no,0
30,technician,married,secondary,no,-280.0,yes,no,cellular,17,apr,609.0,2.0,266,2,failure,4,203.0,0,0,no,0
42,blue-collar,married,primary,no,1556.0,no,yes,cellular,8,jul,113.0,1.0,-1,0,other_outcome,1,56.5,0,1,no,0
33,blue-collar,married,secondary,no,24.0,yes,no,cellular,18,nov,184.0,1.0,-1,0,other_outcome,1,92.0,0,1,no,0
26,technician,single,tertiary,no,291.0,no,yes,cellular,8,jul,393.0,1.0,-1,0,other_outcome,1,196.5,0,1,no,0
56,retired,married,primary,no,21.0,no,no,cellular,29,jul,324.0,7.0,-1,0,other_outcome,7,40.5,0,1,no,0
42,technician,married,tertiary,no,782.0,no,no,cellular,3,apr,285.0,1.0,-1,0,other_outcome,1,142.5,0,1,no,0
21,student,single,primary,no,1596.0,no,no,cellular,25,may,101.0,2.0,-1,0,other_outcome,2,33.666666666666664,0,1,no,0
59,retired,married,primary,yes,-13.0,no,no,cellular,11,aug,77.0,1.0,-1,0,other_outcome,1,38.5,0,1,no,0
31,unemployed,single,secondary,no,209.0,yes,no,cellular,6,may,193.0,1.0,-1,0,other_outcome,1,96.5,0,1,no,0
31,management,married,tertiary,no,334.0,yes,no,cellular,13,may,449.0,1.0,-1,0,other_outcome,1,224.5,0,1,no,0
45,blue-collar,married,primary,no,1145.0,no,no,telephone,10,jul,156.0,7.0,-1,0,other_outcome,7,19.5,0,1,no,0
50,management,married,secondary,no,633.0,no,yes,telephone,17,nov,302.0,1.0,111,6,failure,7,151.0,0,0,no,0
55,entrepreneur,married,tertiary,no,12731.0,yes,no,cellular,16,jul,159.0,6.0,-1,0,other_outcome,6,22.714285714285715,0,1,no,0
43,blue-collar,married,primary,no,483.0,yes,no,cellular,12,may,225.0,3.0,-1,0,other_outcome,3,56.25,0,1,no,0
37,admin.,married,secondary,no,-255.0,yes,no,cellular,26,may,96.0,2.0,-1,0,other_outcome,2,32.0,0,1,no,0
53,admin.,divorced,secondary,no,0.0,yes,no,cellular,5,may,246.0,1.0,344,1,failure,2,123.0,0,0,no,0
54,housemaid,married,secondary,no,991.0,no,no,telephone,31,jul,11.0,6.0,-1,0,other_outcome,6,1.5714285714285714,0,1,no,0
59,self-employed,married,tertiary,no,2013.0,no,no,cellular,19,feb,222.0,4.0,94,2,success,6,44.4,0,0,yes,1
34,technician,divorced,secondary,no,1451.0,yes,no,cellular,30,may,1097.0,15.0,-1,0,other_outcome,15,68.5625,0,1,yes,1
40,technician,married,secondary,no,8379.0,no,no,cellular,12,jun,52.0,6.0,-1,0,other_outcome,6,7.428571428571429,0,1,no,0
36,services,divorced,tertiary,no,162.0,yes,no,cellular,18,may,69.0,1.0,367,6,other,7,34.5,0,0,no,0
55,blue-collar,married,primary,no,3873.0,no,no,telephone,21,apr,222.0,1.0,-1,0,other_outcome,1,111.0,0,1,no,0
24,admin.,married,secondary,no,262.0,yes,no,cellular,4,jun,69.0,3.0,-1,0,other_outcome,3,17.25,0,1,no,0
33,technician,single,secondary,no,719.0,yes,no,cellular,9,apr,448.0,2.0,316,6,failure,8,149.33333333333334,0,0,yes,1
53,admin.,married,secondary,no,1739.0,yes,no,cellular,15,may,103.0,3.0,-1,0,other_outcome,3,25.75,0,1,no,0
43,housemaid,married,primary,no,25.0,no,no,cellular,12,aug,121.0,2.0,-1,0,other_outcome,2,40.333333333333336,0,1,no,0
46,blue-collar,married,secondary,no,7.0,no,no,cellular,17,jun,110.0,2.0,-1,0,other_outcome,2,36.66666666666666,0,1,no,0
55,blue-collar,married,secondary,no,2206.0,no,no,cellular,12,aug,265.0,1.0,91,5,success,6,132.5,0,0,yes,1
25,blue-collar,single,secondary,no,491.0,yes,no,cellular,21,may,393.0,1.0,-1,0,other_outcome,1,196.5,0,1,no,0
32,services,married,secondary,no,3756.0,yes,no,cellular,4,jun,85.0,3.0,-1,0,other_outcome,3,21.25,0,1,no,0
47,technician,married,tertiary,no,1127.0,no,no,cellular,11,aug,133.0,6.0,-1,0,other_outcome,6,19.0,0,1,no,0
48,blue-collar,married,secondary,no,101.0,no,no,cellular,14,jul,549.0,3.0,-1,0,other_outcome,3,137.25,0,1,no,0
46,blue-collar,married,secondary,no,0.0,yes,no,cellular,5,jun,83.0,2.0,-1,0,other_outcome,2,27.666666666666668,0,1,no,0
32,blue-collar,married,secondary,no,920.0,yes,no,cellular,21,may,135.0,2.0,-1,0,other_outcome,2,45.0,0,1,no,0
44,technician,married,secondary,no,0.0,yes,no,cellular,18,nov,205.0,1.0,-1,0,other_outcome,1,102.5,0,1,no,0
36,blue-collar,married,secondary,no,-42.0,no,yes,cellular,2,feb,521.0,2.0,193,2,other,4,173.66666666666666,0,0,no,0
53,blue-collar,married,primary,no,805.0,yes,yes,telephone,4,feb,136.0,7.0,268,2,other,9,17.0,1,0,no,0
31,management,married,tertiary,no,156.0,no,no,cellular,13,aug,657.0,7.0,-1,0,other_outcome,7,82.125,0,1,yes,1
45,housemaid,married,primary,no,1100.0,no,no,cellular,9,jun,331.0,6.0,-1,0,other_outcome,6,47.285714285714285,0,1,no,0
18,student,single,secondary,no,5.0,no,no,cellular,24,aug,143.0,2.0,-1,0,other_outcome,2,47.66666666666666,0,1,no,0
31,blue-collar,single,secondary,no,196.0,yes,no,cellular,5,may,568.0,1.0,341,7,failure,8,284.0,0,0,yes,1
39,self-employed,single,tertiary,no,1132.0,yes,no,cellular,3,jun,216.0,1.0,-1,0,other_outcome,1,108.0,0,1,no,0
31,blue-collar,married,secondary,no,671.0,yes,no,cellular,18,jun,704.0,4.0,-1,0,other_outcome,4,140.8,0,1,yes,1
35,entrepreneur,single,tertiary,no,1800.0,yes,no,cellular,5,jun,53.0,1.0,-1,0,other_outcome,1,26.5,0,1,no,0
53,self-employed,married,primary,no,127.0,no,no,cellular,29,jan,78.0,2.0,-1,0,other_outcome,2,26.0,0,1,no,0
28,blue-collar,single,secondary,no,97.0,yes,no,cellular,7,may,67.0,1.0,-1,0,other_outcome,1,33.5,0,1,no,0
63,housemaid,married,primary,no,3173.0,no,no,telephone,8,jul,154.0,1.0,-1,0,other_outcome,1,77.0,0,1,no,0
47,blue-collar,married,secondary,no,387.0,yes,no,cellular,7,may,122.0,2.0,-1,0,other_outcome,2,40.66666666666666,0,1,no,0
51,entrepreneur,married,secondary,no,29.0,yes,no,cellular,24,jul,162.0,1.0,-1,0,other_outcome,1,81.0,0,1,no,0
29,technician,single,secondary,no,142.0,yes,yes,cellular,20,jun,312.0,2.0,-1,0,other_outcome,2,104.0,1,1,no,0
29,blue-collar,married,secondary,no,9.0,yes,no,cellular,25,jul,236.0,8.0,-1,0,other_outcome,8,26.22222222222222,0,1,no,0
34,blue-collar,married,primary,no,428.0,yes,no,cellular,18,may,59.0,2.0,-1,0,other_outcome,2,19.666666666666668,0,1,no,0
59,blue-collar,married,secondary,no,169.0,yes,no,cellular,16,may,181.0,3.0,-1,0,other_outcome,3,45.25,0,1,no,0
24,admin.,single,secondary,no,845.0,yes,no,cellular,13,may,105.0,1.0,-1,0,other_outcome,1,52.5,0,1,no,0
45,blue-collar,married,secondary,no,-72.0,yes,no,cellular,11,may,306.0,1.0,-1,0,other_outcome,1,153.0,0,1,no,0
28,blue-collar,single,secondary,no,1065.0,yes,yes,cellular,17,apr,406.0,1.0,317,1,failure,2,203.0,1,0,no,0
42,blue-collar,divorced,secondary,no,1118.0,yes,no,cellular,17,apr,620.0,1.0,-1,0,other_outcome,1,310.0,0,1,no,0
42,services,single,tertiary,no,94.0,yes,no,cellular,13,may,45.0,4.0,-1,0,other_outcome,4,9.0,0,1,no,0
46,technician,married,secondary,no,591.0,no,no,telephone,29,aug,81.0,2.0,-1,0,other_outcome,2,27.0,0,1,no,0
51,services,single,secondary,no,510.0,no,no,telephone,22,jul,68.0,4.0,-1,0,other_outcome,4,13.6,0,1,no,0
31,management,single,tertiary,no,573.0,no,no,cellular,12,aug,138.0,2.0,-1,0,other_outcome,2,46.0,0,1,no,0
42,management,married,secondary,no,1018.0,no,no,cellular,29,jul,305.0,2.0,-1,0,other_outcome,2,101.66666666666669,0,1,no,0
60,retired,married,primary,no,13160.143748000002,no,no,cellular,6,oct,205.0,1.0,-1,0,other_outcome,1,102.5,0,1,no,0
49,management,married,secondary,no,104.0,yes,no,cellular,8,may,285.0,1.0,-1,0,other_outcome,1,142.5,0,1,no,0
52,admin.,single,secondary,no,2332.0,no,no,cellular,29,jul,108.0,2.0,-1,0,other_outcome,2,36.0,0,1,no,0
55,retired,married,tertiary,no,197.0,no,yes,cellular,8,jul,256.0,1.0,-1,0,other_outcome,1,128.0,0,1,no,0
46,technician,divorced,secondary,no,772.0,yes,no,cellular,23,may,488.0,1.0,-1,0,other_outcome,1,244.0,0,1,no,0
39,admin.,married,secondary,no,-982.0,yes,yes,cellular,19,nov,287.0,3.0,117,2,other,5,71.75,1,0,no,0
39,technician,single,tertiary,no,434.0,yes,no,cellular,28,jan,169.0,2.0,-1,0,other_outcome,2,56.333333333333336,0,1,no,0
72,retired,married,primary,no,4657.0,no,no,telephone,23,mar,255.0,1.0,91,8,success,9,127.5,0,0,yes,1
30,services,married,secondary,no,475.0,no,no,cellular,22,aug,192.0,5.0,-1,0,other_outcome,5,32.0,0,1,no,0
29,blue-collar,single,primary,no,10.0,no,no,cellular,14,jul,135.0,3.0,-1,0,other_outcome,3,33.75,0,1,no,0
59,entrepreneur,married,secondary,no,1085.0,no,yes,cellular,29,jul,101.0,4.0,-1,0,other_outcome,4,20.2,0,1,no,0
31,blue-collar,single,primary,no,864.0,yes,no,telephone,14,may,113.0,2.0,-1,0,other_outcome,2,37.66666666666666,0,1,no,0
39,blue-collar,married,primary,no,192.0,no,no,cellular,4,jul,433.0,1.0,-1,0,other_outcome,1,216.5,0,1,no,0
29,student,single,secondary,no,510.0,yes,no,cellular,9,may,25.0,6.0,-1,0,other_outcome,6,3.571428571428572,0,1,no,0
40,technician,married,secondary,no,-28.0,yes,yes,cellular,30,may,289.0,2.0,-1,0,other_outcome,2,96.33333333333331,1,1,no,0
30,services,single,secondary,no,187.0,yes,no,cellular,23,may,110.0,1.0,-1,0,other_outcome,1,55.0,0,1,no,0
62,retired,married,secondary,no,1495.0,no,no,cellular,17,aug,606.0,1.0,196,1,success,2,303.0,0,0,yes,1
46,services,married,secondary,yes,130.0,no,no,cellular,20,aug,95.0,2.0,-1,0,other_outcome,2,31.666666666666668,0,1,no,0
32,technician,married,tertiary,no,3538.0,yes,no,cellular,28,may,95.0,5.0,-1,0,other_outcome,5,15.833333333333334,0,1,no,0
40,services,divorced,primary,no,1937.0,yes,no,cellular,2,jun,86.0,1.0,-1,0,other_outcome,1,43.0,0,1,no,0
32,admin.,single,secondary,no,64.0,yes,no,cellular,7,may,202.0,2.0,-1,0,other_outcome,2,67.33333333333333,0,1,no,0
53,technician,divorced,secondary,no,281.0,yes,no,cellular,17,apr,171.0,2.0,337,9,other,11,57.0,0,0,no,0
35,management,married,tertiary,no,5367.0,no,no,cellular,2,jun,80.0,1.0,92,1,failure,2,40.0,0,0,no,0
33,admin.,single,tertiary,no,2.0,no,no,cellular,29,jan,132.0,2.0,-1,0,other_outcome,2,44.0,0,1,no,0
44,management,single,tertiary,no,897.0,yes,yes,cellular,15,apr,358.0,1.0,-1,0,other_outcome,1,179.0,1,1,no,0
30,management,single,tertiary,no,0.0,yes,yes,cellular,27,may,350.0,3.0,-1,0,other_outcome,3,87.5,1,1,no,0
34,admin.,married,secondary,no,260.0,no,no,cellular,28,jan,50.0,1.0,-1,0,other_outcome,1,25.0,0,1,no,0
51,technician,married,secondary,no,2402.0,yes,no,cellular,29,may,118.0,1.0,-1,0,other_outcome,1,59.0,0,1,no,0
43,admin.,married,secondary,no,2271.0,no,no,telephone,10,nov,524.0,1.0,-1,0,other_outcome,1,262.0,0,1,yes,1
29,management,married,secondary,no,0.0,yes,no,cellular,2,jun,85.0,4.0,-1,0,other_outcome,4,17.0,0,1,no,0
24,services,single,secondary,no,-92.0,yes,no,cellular,18,may,245.0,1.0,-1,0,other_outcome,1,122.5,0,1,no,0
35,blue-collar,married,tertiary,no,199.0,yes,yes,cellular,20,nov,176.0,1.0,-1,0,other_outcome,1,88.0,1,1,no,0
39,admin.,married,secondary,no,835.0,yes,no,cellular,5,jun,135.0,1.0,-1,0,other_outcome,1,67.5,0,1,no,0
35,management,married,secondary,no,1128.0,yes,no,cellular,4,jun,457.0,1.0,-1,0,other_outcome,1,228.5,0,1,no,0
36,admin.,single,secondary,no,506.0,yes,no,cellular,8,may,208.0,4.0,-1,0,other_outcome,4,41.6,0,1,no,0
54,management,divorced,tertiary,no,13160.143748000002,yes,no,cellular,11,feb,27.0,1.0,84,3,failure,4,13.5,0,0,no,0
32,technician,single,secondary,no,4069.0,yes,no,cellular,25,jul,273.0,1.0,-1,0,other_outcome,1,136.5,0,1,no,0
47,unemployed,divorced,secondary,no,176.0,no,no,cellular,19,jun,91.0,2.0,-1,0,other_outcome,2,30.33333333333333,0,1,no,0
27,technician,single,secondary,no,155.0,yes,no,cellular,18,may,26.0,4.0,-1,0,other_outcome,4,5.2,0,1,no,0
52,management,married,tertiary,no,25.0,no,yes,cellular,15,jul,170.0,3.0,-1,0,other_outcome,3,42.5,0,1,no,0
40,technician,married,secondary,no,2266.0,no,no,cellular,26,may,175.0,3.0,89,7,other,10,43.75,0,0,yes,1
34,admin.,divorced,secondary,no,-220.0,yes,yes,cellular,12,may,115.0,4.0,-1,0,other_outcome,4,23.0,1,1,no,0
38,technician,divorced,secondary,no,902.0,yes,no,cellular,3,feb,650.0,1.0,-1,0,other_outcome,1,325.0,0,1,yes,1
38,management,single,tertiary,no,1495.0,yes,no,cellular,30,jan,339.0,2.0,-1,0,other_outcome,2,113.0,0,1,no,0
31,management,married,tertiary,no,197.0,yes,no,cellular,2,feb,105.0,1.0,-1,0,other_outcome,1,52.5,0,1,no,0
57,retired,married,primary,no,2961.0,no,no,cellular,20,apr,128.0,2.0,-1,0,other_outcome,2,42.66666666666666,0,1,no,0
40,blue-collar,married,secondary,no,5.0,yes,no,cellular,15,may,364.0,2.0,-1,0,other_outcome,2,121.33333333333331,0,1,no,0
38,management,married,tertiary,no,1101.0,yes,no,cellular,9,mar,78.0,2.0,120,1,failure,3,26.0,0,0,no,0
52,blue-collar,single,secondary,no,-477.0,no,no,cellular,31,jul,37.0,4.0,-1,0,other_outcome,4,7.4,0,1,no,0
28,blue-collar,single,secondary,no,524.0,yes,no,cellular,6,may,554.0,2.0,-1,0,other_outcome,2,184.66666666666663,0,1,yes,1
45,admin.,divorced,secondary,no,-121.0,yes,no,cellular,3,jun,197.0,5.0,-1,0,other_outcome,5,32.833333333333336,0,1,no,0
40,management,married,tertiary,no,3352.0,yes,no,cellular,19,nov,639.0,2.0,27,1,success,3,213.0,0,0,yes,1
29,technician,single,tertiary,no,0.0,yes,no,cellular,7,may,347.0,2.0,337,6,failure,8,115.66666666666669,0,0,yes,1
47,technician,married,secondary,no,-54.0,yes,no,cellular,16,apr,172.0,2.0,-1,0,other_outcome,2,57.333333333333336,0,1,no,0
59,services,married,secondary,no,968.0,no,no,cellular,9,feb,105.0,2.0,-1,0,other_outcome,2,35.0,0,1,no,0
53,management,married,secondary,no,2240.0,yes,no,cellular,2,jun,282.0,2.0,385,1,success,3,94.0,0,0,yes,1
33,admin.,single,secondary,no,346.0,yes,no,cellular,5,may,24.0,7.0,354,2,other,9,3.0,0,0,no,0
35,management,divorced,tertiary,no,146.0,no,no,cellular,6,aug,720.0,2.0,-1,0,other_outcome,2,240.0,0,1,yes,1
30,self-employed,married,secondary,no,131.0,yes,no,cellular,8,may,306.0,1.0,-1,0,other_outcome,1,153.0,0,1,no,0
35,technician,married,tertiary,no,22.0,no,no,cellular,11,aug,109.0,1.0,-1,0,other_outcome,1,54.5,0,1,no,0
32,services,married,primary,no,-109.0,yes,no,cellular,31,jul,77.0,5.0,-1,0,other_outcome,5,12.833333333333334,0,1,no,0
40,technician,married,secondary,no,1832.0,no,no,cellular,8,apr,179.0,2.0,-1,0,other_outcome,2,59.66666666666666,0,1,no,0
36,management,married,secondary,no,-267.0,no,no,cellular,21,jul,368.0,2.0,-1,0,other_outcome,2,122.66666666666669,0,1,no,0
37,admin.,married,secondary,no,3420.0,no,no,telephone,12,aug,92.0,1.0,-1,0,other_outcome,1,46.0,0,1,no,0
48,management,divorced,tertiary,no,1492.0,yes,no,cellular,26,may,249.0,2.0,-1,0,other_outcome,2,83.0,0,1,no,0
38,services,married,secondary,no,-314.0,yes,no,cellular,28,may,66.0,2.0,-1,0,other_outcome,2,22.0,0,1,no,0
42,blue-collar,married,secondary,no,139.0,yes,no,cellular,23,may,166.0,1.0,-1,0,other_outcome,1,83.0,0,1,no,0
32,housemaid,married,tertiary,no,10.0,yes,no,cellular,2,jun,658.0,2.0,-1,0,other_outcome,2,219.33333333333331,0,1,no,0
27,admin.,single,secondary,no,295.0,yes,no,cellular,3,jun,148.0,13.0,-1,0,other_outcome,13,10.571428571428571,0,1,no,0
34,blue-collar,married,secondary,no,352.0,yes,no,cellular,12,jun,52.0,3.0,-1,0,other_outcome,3,13.0,0,1,no,0
37,blue-collar,married,primary,no,461.0,yes,no,cellular,30,may,272.0,2.0,-1,0,other_outcome,2,90.66666666666669,0,1,no,0
59,retired,married,secondary,yes,-114.0,no,yes,cellular,9,jul,611.0,2.0,-1,0,other_outcome,2,203.66666666666663,0,1,no,0
31,blue-collar,single,secondary,no,1205.0,yes,no,cellular,16,apr,462.0,1.0,328,2,other,3,231.0,0,0,no,0
34,blue-collar,married,secondary,no,-76.0,yes,no,cellular,27,may,170.0,1.0,-1,0,other_outcome,1,85.0,0,1,no,0
27,blue-collar,single,secondary,no,484.0,yes,no,cellular,15,apr,309.0,2.0,-1,0,other_outcome,2,103.0,0,1,no,0
41,services,married,secondary,no,714.0,yes,yes,cellular,15,may,504.0,5.0,-1,0,other_outcome,5,84.0,1,1,no,0
36,services,divorced,secondary,no,543.0,yes,no,cellular,17,apr,101.0,1.0,269,2,failure,3,50.5,0,0,no,0
58,management,divorced,tertiary,no,0.0,no,no,telephone,10,jul,227.0,7.0,-1,0,other_outcome,7,28.375,0,1,no,0
37,admin.,married,secondary,no,121.0,no,no,cellular,22,jul,22.0,6.0,-1,0,other_outcome,6,3.142857142857143,0,1,no,0
42,management,married,secondary,no,1079.0,no,no,cellular,19,aug,117.0,6.0,-1,0,other_outcome,6,16.714285714285715,0,1,no,0
27,student,single,secondary,no,672.0,no,no,cellular,18,mar,236.0,2.0,-1,0,other_outcome,2,78.66666666666667,0,1,no,0
45,management,single,secondary,no,142.0,no,yes,cellular,19,nov,258.0,1.0,105,4,failure,5,129.0,0,0,no,0
42,blue-collar,married,secondary,no,345.0,yes,yes,cellular,28,jul,307.0,3.0,-1,0,other_outcome,3,76.75,1,1,no,0
37,management,married,tertiary,no,887.0,no,no,cellular,13,aug,257.0,5.0,-1,0,other_outcome,5,42.833333333333336,0,1,no,0
35,management,single,tertiary,no,3000.0,yes,no,cellular,15,may,162.0,3.0,-1,0,other_outcome,3,40.5,0,1,no,0
52,technician,single,secondary,no,-181.0,yes,no,cellular,7,may,94.0,2.0,-1,0,other_outcome,2,31.33333333333333,0,1,no,0
49,admin.,married,secondary,no,0.0,no,no,cellular,30,apr,551.0,1.0,-1,0,other_outcome,1,275.5,0,1,yes,1
52,blue-collar,married,secondary,no,33.0,no,no,telephone,8,may,301.0,1.0,-1,0,other_outcome,1,150.5,0,1,no,0
24,blue-collar,single,secondary,no,-424.0,yes,no,cellular,20,apr,10.0,6.0,-1,0,other_outcome,6,1.4285714285714286,0,1,no,0
29,admin.,single,secondary,no,3528.0,no,no,cellular,8,oct,137.0,1.0,-1,0,other_outcome,1,68.5,0,1,yes,1
55,technician,married,tertiary,no,647.0,yes,no,cellular,21,jul,150.0,4.0,-1,0,other_outcome,4,30.0,0,1,no,0
45,services,married,secondary,no,0.0,no,yes,cellular,8,jul,47.0,7.0,-1,0,other_outcome,7,5.875,0,1,no,0
49,services,married,secondary,no,494.0,no,no,cellular,17,jun,196.0,4.0,-1,0,other_outcome,4,39.2,0,1,no,0
35,self-employed,married,secondary,no,188.0,yes,yes,cellular,5,jun,1272.0,2.0,-1,0,other_outcome,2,621.6666666666666,1,1,yes,1
52,admin.,married,secondary,no,1004.0,yes,no,cellular,9,jun,144.0,1.0,-1,0,other_outcome,1,72.0,0,1,no,0
36,management,married,tertiary,no,-85.0,yes,no,cellular,12,jun,85.0,2.0,-1,0,other_outcome,2,28.33333333333333,0,1,no,0
37,blue-collar,married,secondary,yes,-399.0,yes,yes,cellular,3,jun,21.0,3.0,-1,0,other_outcome,3,5.25,1,1,no,0
